"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"GENOME RESEARCH","GENOME RES","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","1088-9051","1549-5469","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","43,032","5.5","Q1","1.47","64.81"%,
"JOURNAL OF PSYCHOPHARMACOLOGY","J PSYCHOPHARMACOL","SAGE PUBLICATIONS LTD","0269-8811","1461-7285","CLINICAL NEUROLOGY","SCIE","9,056","5.5","Q1","1.39","43.97"%,
"JOURNAL OF PSYCHOPHARMACOLOGY","J PSYCHOPHARMACOL","SAGE PUBLICATIONS LTD","0269-8811","1461-7285","NEUROSCIENCES","SCIE","9,056","5.5","Q1","1.39","43.97"%,
"MOLECULAR CANCER THERAPEUTICS","MOL CANCER THER","AMER ASSOC CANCER RESEARCH","1535-7163","1538-8514","ONCOLOGY","SCIE","19,512","5.5","Q1","1.17","28.13"%,
"Annual Review of Vision Science","ANNU REV VIS SCI","ANNUAL REVIEWS","2374-4642","2374-4650","NEUROSCIENCES","SCIE","1,740","5.5","Q1","0.98","57.38"%,
"BIOINFORMATICS","BIOINFORMATICS","OXFORD UNIV PRESS","1367-4803","1367-4811","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","179,068","5.4","Q1","1.45","81.33"%,
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","ELSEVIER IRELAND LTD","0167-8140","1879-0887","ONCOLOGY","SCIE","23,597","5.3","Q1","1.37","31.48"%,
"Molecular Therapy Oncology","MOL THER ONCOL","CELL PRESS","N/A","2950-3299","ONCOLOGY","SCIE","3,963","5.3","Q1","1.23","97.95"%,
"Cancer & Metabolism","CANCER METAB","BMC","N/A","2049-3002","ONCOLOGY","SCIE","1,546","5.3","Q1","1.08","100"%,
"Current Neuropharmacology","CURR NEUROPHARMACOL","BENTHAM SCIENCE PUBL LTD","1570-159X","1875-6190","NEUROSCIENCES","SCIE","9,401","5.3","Q1","0.86","5.51"%,
"JOURNAL OF PATHOLOGY","J PATHOL","WILEY","0022-3417","1096-9896","ONCOLOGY","SCIE","16,937","5.2","Q1","1.64","54.13"%,
"Journal of NeuroEngineering and Rehabilitation","J NEUROENG REHABIL","BMC","N/A","1743-0003","NEUROSCIENCES","SCIE","10,023","5.2","Q1","1.51","100"%,
"CURRENT OPINION IN NEUROBIOLOGY","CURR OPIN NEUROBIOL","CURRENT BIOLOGY LTD","0959-4388","1873-6882","NEUROSCIENCES","SCIE","15,365","5.2","Q1","1.46","41.75"%,
"Microbial Biotechnology","MICROB BIOTECHNOL","WILEY","1751-7915","1751-7915","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","8,812","5.2","Q1","1","97.04"%,
"BONE MARROW TRANSPLANTATION","BONE MARROW TRANSPL","SPRINGERNATURE","0268-3369","1476-5365","ONCOLOGY","SCIE","14,993","5.2","Q1","0.99","30.85"%,
"Current Neurology and Neuroscience Reports","CURR NEUROL NEUROSCI","SPRINGER","1528-4042","1534-6293","CLINICAL NEUROLOGY","SCIE","5,665","5.2","Q1","0.87","21.5"%,
"Current Neurology and Neuroscience Reports","CURR NEUROL NEUROSCI","SPRINGER","1528-4042","1534-6293","NEUROSCIENCES","SCIE","5,665","5.2","Q1","0.87","21.5"%,
"GLIA","GLIA","WILEY","0894-1491","1098-1136","NEUROSCIENCES","SCIE","15,280","5.1","Q1","1.4","45.97"%,
"Gastric Cancer","GASTRIC CANCER","SPRINGER","1436-3291","1436-3305","ONCOLOGY","SCIE","7,538","5.1","Q1","1.21","42.59"%,
"CANCER","CANCER-AM CANCER SOC","WILEY","0008-543X","1097-0142","ONCOLOGY","SCIE","62,235","5.1","Q1","1.2","24.93"%,
"CANCER IMMUNOLOGY IMMUNOTHERAPY","CANCER IMMUNOL IMMUN","SPRINGER","0340-7004","1432-0851","ONCOLOGY","SCIE","13,329","5.1","Q1","1.08","64.57"%,
"Bioresources and Bioprocessing","BIORESOUR BIOPROCESS","SPRINGER HEIDELBERG","N/A","2197-4365","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,969","5.1","Q1","0.93","100"%,
"CNS Neuroscience & Therapeutics","CNS NEUROSCI THER","WILEY","1755-5930","1755-5949","NEUROSCIENCES","SCIE","10,394","5","Q1","1.29","97.93"%,
"Multiple Sclerosis Journal","MULT SCLER J","SAGE PUBLICATIONS LTD","1352-4585","1477-0970","CLINICAL NEUROLOGY","SCIE","14,142","5","Q1","1.25","31.25"%,
"Multiple Sclerosis Journal","MULT SCLER J","SAGE PUBLICATIONS LTD","1352-4585","1477-0970","NEUROSCIENCES","SCIE","14,142","5","Q1","1.25","31.25"%,
"CANCER GENE THERAPY","CANCER GENE THER","SPRINGERNATURE","0929-1903","1476-5500","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","5,250","5","Q1","1.07","42"%,
"CANCER GENE THERAPY","CANCER GENE THER","SPRINGERNATURE","0929-1903","1476-5500","ONCOLOGY","SCIE","5,250","5","Q1","1.07","42"%,
"Journal of Parkinsons Disease","J PARKINSON DIS","IOS PRESS","1877-7171","1877-718X","NEUROSCIENCES","SCIE","6,542","5","Q1","1.04","73.09"%,
"NEUROPSYCHOLOGY REVIEW","NEUROPSYCHOL REV","SPRINGER","1040-7308","1573-6660","NEUROSCIENCES","SCIE","4,604","5","Q1","0.9","55.46"%,
"Current Oncology Reports","CURR ONCOL REP","SPRINGER","1523-3790","1534-6269","ONCOLOGY","SCIE","5,494","5","Q1","0.71","26.46"%,
"Developmental Cognitive Neuroscience","DEV COGN NEUROS-NETH","ELSEVIER SCI LTD","1878-9293","1878-9307","NEUROSCIENCES","SCIE","7,346","4.9","Q1","1.55","99.49"%,
"JOURNAL OF AFFECTIVE DISORDERS","J AFFECT DISORDERS","ELSEVIER","0165-0327","1573-2517","CLINICAL NEUROLOGY","SCIE","68,992","4.9","Q1","1.49","22.53"%,
"SLEEP","SLEEP","OXFORD UNIV PRESS INC","0161-8105","1550-9109","CLINICAL NEUROLOGY","SCIE","27,322","4.9","Q1","1.36","28.48"%,
"SLEEP","SLEEP","OXFORD UNIV PRESS INC","0161-8105","1550-9109","NEUROSCIENCES","SCIE","27,322","4.9","Q1","1.36","28.48"%,
"New Biotechnology","NEW BIOTECHNOL","ELSEVIER","1871-6784","1876-4347","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,273","4.9","Q1","1.33","97.98"%,
"Stroke and Vascular Neurology","STROKE VASC NEUROL","BMJ PUBLISHING GROUP","2059-8688","2059-8696","CLINICAL NEUROLOGY","SCIE","2,919","4.9","Q1","1.29","99.56"%,
"IEEE Transactions on Cognitive and Developmental Systems","IEEE T COGN DEV SYST","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2379-8920","2379-8939","NEUROSCIENCES","SCIE","3,490","4.9","Q1","1.23","7.47"%,
"Microbial Cell Factories","MICROB CELL FACT","BMC","N/A","1475-2859","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","14,995","4.9","Q1","1.09","99.88"%,
"INTERNATIONAL JOURNAL OF ONCOLOGY","INT J ONCOL","SPANDIDOS PUBL LTD","1019-6439","1791-2423","ONCOLOGY","SCIE","16,496","4.9","Q1","0.97","79.07"%,
"Journal of Zhejiang University-SCIENCE B","J ZHEJIANG UNIV-SC B","ZHEJIANG UNIV PRESS","1673-1581","1862-1783","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,644","4.9","Q1","0.79","3.47"%,
"Neurology and Therapy","NEUROL THER","SPRINGER LONDON LTD","2193-8253","2193-6536","CLINICAL NEUROLOGY","SCIE","2,234","4.8","Q1","1.26","99.7"%,
"CELLULAR ONCOLOGY","CELL ONCOL","SPRINGER","2211-3428","2211-3436","ONCOLOGY","SCIE","3,809","4.8","Q1","1.18","32.5"%,
"Cancer Nanotechnology","CANCER NANOTECHNOL","SPRINGER WIEN","1868-6958","1868-6966","ONCOLOGY","SCIE","1,343","4.8","Q1","0.91","100"%,
"Frontiers in Bioengineering and Biotechnology","FRONT BIOENG BIOTECH","FRONTIERS MEDIA SA","2296-4185","2296-4185","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","44,234","4.8","Q1","0.8","99.9"%,
"CELLULAR AND MOLECULAR NEUROBIOLOGY","CELL MOL NEUROBIOL","SPRINGER/PLENUM PUBLISHERS","0272-4340","1573-6830","NEUROSCIENCES","SCIE","7,282","4.8","Q1","0.69","37.5"%,
"Spine Journal","SPINE J","ELSEVIER SCIENCE INC","1529-9430","1878-1632","CLINICAL NEUROLOGY","SCIE","14,498","4.7","Q1","1.83","12.68"%,
"Biological Psychiatry-Cognitive Neuroscience and Neuroimaging","BIOL PSYCHIAT-COGN N","ELSEVIER","2451-9022","2451-9030","NEUROSCIENCES","SCIE","4,355","4.7","Q1","1.57","35.45"%,
"INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER","INT J GYNECOL CANCER","BMJ PUBLISHING GROUP","1048-891X","1525-1438","ONCOLOGY","SCIE","10,505","4.7","Q1","1.32","14.35"%,
"INTERNATIONAL JOURNAL OF CANCER","INT J CANCER","WILEY","0020-7136","1097-0215","ONCOLOGY","SCIE","49,416","4.7","Q1","1.2","44.3"%,
"GM Crops & Food-Biotechnology in Agriculture and the Food Chain","GM CROPS FOOD","TAYLOR & FRANCIS LTD","2164-5698","2164-5701","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","834","4.7","Q1","1.01","100"%,
"JCO Oncology Practice","JCO ONCOL PRACT","LIPPINCOTT WILLIAMS & WILKINS","2688-1527","2688-1535","ONCOLOGY","SCIE","4,261","4.7","Q1","0.9","9.03"%,
"MOLECULAR CANCER RESEARCH","MOL CANCER RES","AMER ASSOC CANCER RESEARCH","1541-7786","1557-3125","ONCOLOGY","SCIE","9,841","4.7","Q1","0.83","22.57"%,
"CURRENT TREATMENT OPTIONS IN ONCOLOGY","CURR TREAT OPTION ON","SPRINGER","1527-2729","1534-6277","ONCOLOGY","SCIE","3,770","4.7","Q1","0.62","28.91"%,
"CEPHALALGIA","CEPHALALGIA","SAGE PUBLICATIONS LTD","0333-1024","1468-2982","CLINICAL NEUROLOGY","SCIE","12,515","4.6","Q1","1.34","60.06"%,
"CEPHALALGIA","CEPHALALGIA","SAGE PUBLICATIONS LTD","0333-1024","1468-2982","NEUROSCIENCES","SCIE","12,515","4.6","Q1","1.34","60.06"%,
"JOURNAL OF NEUROLOGY","J NEUROL","SPRINGER HEIDELBERG","0340-5354","1432-1459","CLINICAL NEUROLOGY","SCIE","25,122","4.6","Q1","1.33","51.15"%,
"NEUROPHARMACOLOGY","NEUROPHARMACOLOGY","PERGAMON-ELSEVIER SCIENCE LTD","0028-3908","1873-7064","NEUROSCIENCES","SCIE","22,412","4.6","Q1","1.3","25.42"%,
"FOOD MICROBIOLOGY","FOOD MICROBIOL","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0740-0020","1095-9998","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","14,747","4.6","Q1","1.08","24.91"%,
"CANCER BIOLOGY & THERAPY","CANCER BIOL THER","TAYLOR & FRANCIS INC","1538-4047","1555-8576","ONCOLOGY","SCIE","7,518","4.6","Q1","1.01","100"%,
"ENDOCRINE-RELATED CANCER","ENDOCR-RELAT CANCER","BIOSCIENTIFICA LTD","1351-0088","1479-6821","ONCOLOGY","SCIE","6,764","4.6","Q1","0.9","20.17"%,
"Biotechnology for Biofuels and Bioproducts","BIOTECHNOL BIOF BIOP","BMC","N/A","2731-3654","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","1,778","4.6","Q1","0.81","100"%,
"European Stroke Journal","EUR STROKE J","SAGE PUBLICATIONS LTD","2396-9873","2396-9881","CLINICAL NEUROLOGY","SCIE","2,649","4.5","Q1","1.54","34.68"%,
"NEUROIMAGE","NEUROIMAGE","ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572","NEUROIMAGING","SCIE","106,317","4.5","Q1","1.43","99.56"%,
"NEUROIMAGE","NEUROIMAGE","ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572","NEUROSCIENCES","SCIE","106,317","4.5","Q1","1.43","99.56"%,
"JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM","J CEREBR BLOOD F MET","SAGE PUBLICATIONS INC","0271-678X","1559-7016","NEUROSCIENCES","SCIE","20,768","4.5","Q1","1.11","31.34"%,
"GENE THERAPY","GENE THER","SPRINGERNATURE","0969-7128","1476-5462","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","6,730","4.5","Q1","1.1","41.21"%,
"Algal Research-Biomass Biofuels and Bioproducts","ALGAL RES","ELSEVIER","2211-9264","2211-9264","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","16,218","4.5","Q1","1.07","19.42"%,
"BIPOLAR DISORDERS","BIPOLAR DISORD","WILEY","1398-5647","1399-5618","CLINICAL NEUROLOGY","SCIE","4,746","4.5","Q1","1.04","51.95"%,
"BIPOLAR DISORDERS","BIPOLAR DISORD","WILEY","1398-5647","1399-5618","NEUROSCIENCES","SCIE","4,746","4.5","Q1","1.04","51.95"%,
"Molecular Oncology","MOL ONCOL","WILEY","1574-7891","1878-0261","ONCOLOGY","SCIE","10,219","4.5","Q2","1.04","100"%,
"Frontiers in Aging Neuroscience","FRONT AGING NEUROSCI","FRONTIERS MEDIA SA","1663-4365","1663-4365","NEUROSCIENCES","SCIE","29,142","4.5","Q1","1","99.93"%,
"Artificial Cells Nanomedicine and Biotechnology","ARTIF CELL NANOMED B","TAYLOR & FRANCIS LTD","2169-1401","2169-141X","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","8,382","4.5","Q1","0.9","99.22"%,
"Journal of NeuroInterventional Surgery","J NEUROINTERV SURG","BMJ PUBLISHING GROUP","1759-8478","1759-8486","NEUROIMAGING","SCIE","10,250","4.4","Q1","1.73","14.8"%,
"JOURNAL OF PHYSIOLOGY-LONDON","J PHYSIOL-LONDON","WILEY","0022-3751","1469-7793","NEUROSCIENCES","SCIE","46,162","4.4","Q1","1.32","49.13"%,
"Clinical Epigenetics","CLIN EPIGENETICS","BMC","1868-7075","1868-7083","ONCOLOGY","SCIE","8,307","4.4","Q2","1.12","100"%,
"LUNG CANCER","LUNG CANCER","ELSEVIER IRELAND LTD","0169-5002","1872-8332","ONCOLOGY","SCIE","14,311","4.4","Q2","1.1","26.68"%,
"Probiotics and Antimicrobial Proteins","PROBIOTICS ANTIMICRO","SPRINGER","1867-1306","1867-1314","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","5,494","4.4","Q1","1.07","18.17"%,
"Synthetic and Systems Biotechnology","SYN SYST BIOTECHNO","KEAI PUBLISHING LTD","2405-805X","2405-805X","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","1,716","4.4","Q1","1.03","99.2"%,
"Cancers","CANCERS","MDPI","N/A","2072-6694","ONCOLOGY","SCIE","125,446","4.4","Q2","0.86","100"%,
"CURRENT OPINION IN NEUROLOGY","CURR OPIN NEUROL","LIPPINCOTT WILLIAMS & WILKINS","1350-7540","1473-6551","CLINICAL NEUROLOGY","SCIE","6,496","4.4","Q1","0.69","14.73"%,
"CURRENT OPINION IN NEUROLOGY","CURR OPIN NEUROL","LIPPINCOTT WILLIAMS & WILKINS","1350-7540","1473-6551","NEUROSCIENCES","SCIE","6,496","4.4","Q1","0.69","14.73"%,
"DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY","DEV MED CHILD NEUROL","WILEY","0012-1622","1469-8749","CLINICAL NEUROLOGY","SCIE","15,746","4.3","Q1","1.39","43.31"%,
"MOLECULAR NEUROBIOLOGY","MOL NEUROBIOL","SPRINGER","0893-7648","1559-1182","NEUROSCIENCES","SCIE","24,715","4.3","Q1","1.22","22.81"%,
"Translational Stroke Research","TRANSL STROKE RES","SPRINGER","1868-4483","1868-601X","CLINICAL NEUROLOGY","SCIE","4,422","4.3","Q1","1.07","29.04"%,
"Translational Stroke Research","TRANSL STROKE RES","SPRINGER","1868-4483","1868-601X","NEUROSCIENCES","SCIE","4,422","4.3","Q1","1.07","29.04"%,
"Cognitive Computation","COGN COMPUT","SPRINGER","1866-9956","1866-9964","NEUROSCIENCES","SCIE","3,636","4.3","Q1","1.02","22.19"%,
"CANCER SCIENCE","CANCER SCI","WILEY","1347-9032","1349-7006","ONCOLOGY","SCIE","20,374","4.3","Q2","1.01","96.48"%,
"Neurology-Genetics","NEUROL-GENET","LIPPINCOTT WILLIAMS & WILKINS","2376-7839","2376-7839","CLINICAL NEUROLOGY","SCIE","1,797","4.3","Q1","0.96","95.58"%,
"JOURNAL OF GENERAL VIROLOGY","J GEN VIROL","MICROBIOLOGY SOC","0022-1317","1465-2099","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","16,321","4.3","Q1","0.84","40.72"%,
"APPLIED MICROBIOLOGY AND BIOTECHNOLOGY","APPL MICROBIOL BIOT","SPRINGER","0175-7598","1432-0614","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","54,278","4.3","Q1","0.81","45.38"%,
"Journal of Neurologic Physical Therapy","J NEUROL PHYS THER","LIPPINCOTT WILLIAMS & WILKINS","1557-0576","1557-0584","CLINICAL NEUROLOGY","SCIE","1,735","4.2","Q1","1.52","11.11"%,
"EXPERIMENTAL NEUROLOGY","EXP NEUROL","ACADEMIC PRESS INC ELSEVIER SCIENCE","0014-4886","1090-2430","NEUROSCIENCES","SCIE","20,241","4.2","Q1","1.17","22.4"%,
"MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH","MUTAT RES-REV MUTAT","ELSEVIER","1383-5742","1388-2139","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,440","4.2","Q2","0.97","29.03"%,
"ONCOLOGIST","ONCOLOGIST","OXFORD UNIV PRESS","1083-7159","1549-490X","ONCOLOGY","SCIE","18,262","4.2","Q2","0.97","100"%,
"SYSTEMATIC AND APPLIED MICROBIOLOGY","SYST APPL MICROBIOL","ELSEVIER GMBH","0723-2020","1618-0984","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,668","4.2","Q2","0.9","26.43"%,
"WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY","WORLD J MICROB BIOT","SPRINGER","0959-3993","1573-0972","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","14,308","4.2","Q2","0.82","13.35"%,
"Therapeutic Advances in Medical Oncology","THER ADV MED ONCOL","SAGE PUBLICATIONS LTD","1758-8340","1758-8359","ONCOLOGY","SCIE","5,012","4.2","Q2","0.8","99.3"%,
"Gynecologic Oncology","GYNECOL ONCOL","ACADEMIC PRESS INC ELSEVIER SCIENCE","0090-8258","1095-6859","ONCOLOGY","SCIE","25,448","4.1","Q2","1.32","17.11"%,
"Therapeutic Advances in Neurological Disorders","THER ADV NEUROL DISO","SAGE PUBLICATIONS LTD","1756-2856","1756-2864","CLINICAL NEUROLOGY","SCIE","3,170","4.1","Q1","1.23","97.32"%,
"Translational Oncology","TRANSL ONCOL","ELSEVIER SCIENCE INC","1936-5233","1936-5233","ONCOLOGY","SCIE","7,809","4.1","Q2","1.05","99.25"%,
"INTERNATIONAL BIODETERIORATION & BIODEGRADATION","INT BIODETER BIODEGR","ELSEVIER SCI LTD","0964-8305","1879-0208","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","12,207","4.1","Q2","0.9","12.76"%,
"CNS SPECTRUMS","CNS SPECTRUMS","CAMBRIDGE UNIV PRESS","1092-8529","2165-6509","CLINICAL NEUROLOGY","SCIE","3,747","4.1","Q1","0.88","50.94"%,
"REVIEWS IN THE NEUROSCIENCES","REV NEUROSCIENCE","WALTER DE GRUYTER GMBH","0334-1763","2191-0200","NEUROSCIENCES","SCIE","3,211","4.1","Q1","0.88","14.49"%,
"JOURNAL OF NEUROENDOCRINOLOGY","J NEUROENDOCRINOL","WILEY","0953-8194","1365-2826","NEUROSCIENCES","SCIE","5,930","4.1","Q1","0.86","41.98"%,
"ONCOLOGY RESEARCH","ONCOL RES","TECH SCIENCE PRESS","0965-0407","1555-3906","ONCOLOGY","SCIE","2,667","4.1","Q2","0.85","60.26"%,
"Frontiers in Synaptic Neuroscience","FRONT SYNAPTIC NEURO","FRONTIERS MEDIA SA","1663-3563","1663-3563","NEUROSCIENCES","SCIE","1,731","4.1","Q1","0.73","100"%,
"Recent Patents on Anti-Cancer Drug Discovery","RECENT PAT ANTI-CANC","BENTHAM SCIENCE PUBL LTD","1574-8928","2212-3970","ONCOLOGY","SCIE","1,149","4.1","Q2","0.71","4.73"%,
"HEADACHE","HEADACHE","WILEY","0017-8748","1526-4610","CLINICAL NEUROLOGY","SCIE","10,295","4","Q1","1.37","33.01"%,
"JOURNAL OF NEUROSCIENCE","J NEUROSCI","SOC NEUROSCIENCE","0270-6474","1529-2401","NEUROSCIENCES","SCIE","134,858","4","Q2","1.24","32.71"%,
"JOURNAL OF PAIN","J PAIN","CHURCHILL LIVINGSTONE","1526-5900","1528-8447","CLINICAL NEUROLOGY","SCIE","13,498","4","Q1","1.12","16.22"%,
"JOURNAL OF PAIN","J PAIN","CHURCHILL LIVINGSTONE","1526-5900","1528-8447","NEUROSCIENCES","SCIE","13,498","4","Q2","1.12","16.22"%,
"Journal of Neurodevelopmental Disorders","J NEURODEV DISORD","BMC","1866-1947","1866-1955","CLINICAL NEUROLOGY","SCIE","2,300","4","Q1","1.1","100"%,
"Journal of Neurodevelopmental Disorders","J NEURODEV DISORD","BMC","1866-1947","1866-1955","NEUROSCIENCES","SCIE","2,300","4","Q2","1.1","100"%,
"NEUROCHEMISTRY INTERNATIONAL","NEUROCHEM INT","PERGAMON-ELSEVIER SCIENCE LTD","0197-0186","1872-9754","NEUROSCIENCES","SCIE","10,365","4","Q2","1.02","12.25"%,
"NEUROEPIDEMIOLOGY","NEUROEPIDEMIOLOGY","KARGER","0251-5350","1423-0208","CLINICAL NEUROLOGY","SCIE","4,533","4","Q1","0.93","20.3"%,
"Targeted Oncology","TARGET ONCOL","SPRINGER","1776-2596","1776-260X","ONCOLOGY","SCIE","2,512","4","Q2","0.92","43.72"%,
"HUMAN GENE THERAPY","HUM GENE THER","MARY ANN LIEBERT, INC","1043-0342","1557-7422","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","6,547","4","Q2","0.89","10.9"%,
"Frontiers in Cellular Neuroscience","FRONT CELL NEUROSCI","FRONTIERS MEDIA SA","N/A","1662-5102","NEUROSCIENCES","SCIE","23,162","4","Q2","0.86","99.86"%,
"JOURNAL OF NEURAL TRANSMISSION","J NEURAL TRANSM","SPRINGER WIEN","0300-9564","1435-1463","CLINICAL NEUROLOGY","SCIE","8,517","4","Q1","0.84","48.43"%,
"JOURNAL OF NEURAL TRANSMISSION","J NEURAL TRANSM","SPRINGER WIEN","0300-9564","1435-1463","NEUROSCIENCES","SCIE","8,517","4","Q2","0.84","48.43"%,
"JOURNAL OF NEUROCHEMISTRY","J NEUROCHEM","WILEY","0022-3042","1471-4159","NEUROSCIENCES","SCIE","29,715","4","Q2","0.83","35.86"%,
"PROCESS BIOCHEMISTRY","PROCESS BIOCHEM","ELSEVIER SCI LTD","1359-5113","1873-3298","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","20,096","4","Q2","0.79","4.38"%,
"EXPERT OPINION ON BIOLOGICAL THERAPY","EXPERT OPIN BIOL TH","TAYLOR & FRANCIS LTD","1471-2598","1744-7682","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","5,913","4","Q2","0.59","11.25"%,
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","PROG NEURO-PSYCHOPH","PERGAMON-ELSEVIER SCIENCE LTD","0278-5846","1878-4216","CLINICAL NEUROLOGY","SCIE","14,304","3.9","Q1","1.41","18.26"%,
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","PROG NEURO-PSYCHOPH","PERGAMON-ELSEVIER SCIENCE LTD","0278-5846","1878-4216","NEUROSCIENCES","SCIE","14,304","3.9","Q2","1.41","18.26"%,
"NEUROSURGERY","NEUROSURGERY","LIPPINCOTT WILLIAMS & WILKINS","0148-396X","1524-4040","CLINICAL NEUROLOGY","SCIE","28,640","3.9","Q1","1.4","8.89"%,
"Annals of Clinical and Translational Neurology","ANN CLIN TRANSL NEUR","WILEY","2328-9503","2328-9503","CLINICAL NEUROLOGY","SCIE","7,400","3.9","Q1","1.25","96.99"%,
"Annals of Clinical and Translational Neurology","ANN CLIN TRANSL NEUR","WILEY","2328-9503","2328-9503","NEUROSCIENCES","SCIE","7,400","3.9","Q2","1.25","96.99"%,
"EUROPEAN JOURNAL OF NEUROLOGY","EUR J NEUROL","WILEY","1351-5101","1468-1331","CLINICAL NEUROLOGY","SCIE","17,639","3.9","Q1","1.24","60.19"%,
"EUROPEAN JOURNAL OF NEUROLOGY","EUR J NEUROL","WILEY","1351-5101","1468-1331","NEUROSCIENCES","SCIE","17,639","3.9","Q2","1.24","60.19"%,
"ORAL ONCOLOGY","ORAL ONCOL","ELSEVIER","1368-8375","1879-0593","ONCOLOGY","SCIE","13,550","3.9","Q2","1.09","17.69"%,
"NEUROTOXICOLOGY","NEUROTOXICOLOGY","ELSEVIER","0161-813X","1872-9711","NEUROSCIENCES","SCIE","7,988","3.9","Q2","1.03","16.29"%,
"ACS Chemical Neuroscience","ACS CHEM NEUROSCI","AMER CHEMICAL SOC","1948-7193","1948-7193","NEUROSCIENCES","SCIE","12,928","3.9","Q2","0.98","23.47"%,
"JOURNAL OF BIOTECHNOLOGY","J BIOTECHNOL","ELSEVIER","0168-1656","1873-4863","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","14,973","3.9","Q2","0.97","16.99"%,
"JOURNAL OF SLEEP RESEARCH","J SLEEP RES","WILEY","0962-1105","1365-2869","CLINICAL NEUROLOGY","SCIE","9,817","3.9","Q1","0.94","51.59"%,
"JOURNAL OF SLEEP RESEARCH","J SLEEP RES","WILEY","0962-1105","1365-2869","NEUROSCIENCES","SCIE","9,817","3.9","Q2","0.94","51.59"%,
"Cognitive Neurodynamics","COGN NEURODYNAMICS","SPRINGER","1871-4080","1871-4099","NEUROSCIENCES","SCIE","2,790","3.9","Q2","0.93","12.13"%,
"ONCOLOGY REPORTS","ONCOL REP","SPANDIDOS PUBL LTD","1021-335X","1791-2431","ONCOLOGY","SCIE","19,860","3.9","Q2","0.84","75.06"%,
"NEUROMOLECULAR MEDICINE","NEUROMOL MED","HUMANA PRESS INC","1535-1084","1559-1174","NEUROSCIENCES","SCIE","2,555","3.9","Q2","0.81","22.5"%,
"NEUROSCIENTIST","NEUROSCIENTIST","SAGE PUBLICATIONS INC","1073-8584","1089-4098","CLINICAL NEUROLOGY","SCIE","5,560","3.9","Q1","0.74","23.81"%,
"NEUROSCIENTIST","NEUROSCIENTIST","SAGE PUBLICATIONS INC","1073-8584","1089-4098","NEUROSCIENCES","SCIE","5,560","3.9","Q2","0.74","23.81"%,
"HEMATOLOGICAL ONCOLOGY","HEMATOL ONCOL","WILEY","0278-0232","1099-1069","ONCOLOGY","SCIE","2,507","3.9","Q2","0.58","36.43"%,
